timeA,gX,gY,gZ
1261,-2.99,0.71,-1.73
1261.5,3.64,0.11,3.85
1262,2.89,-1.61,-0.3
1262.5,2.57,1.57,1.8
1263,-0.68,-0.76,-0.57
1263.5,1.63,-0.42,0.4
1264,-1.12,-0.79,-1.2
1264.5,-0.48,2.44,-1.89
1265,3.74,0.34,-1.12
1265.5,0.11,-0.23,1.55
1266,3.42,-3.72,4
1266.5,-1.3,4.12,-2.77
1267,0.92,2.29,-0.43
1267.5,0.01,-0.61,0.13
1268,0.24,-0.92,0.35
1268.5,1.05,-1.53,-0.59
1269,2.11,0.08,0.17
1269.5,1.98,1.28,0.16
1270,2.41,0.07,0.81
1270.5,-2.37,0.09,-0.31
1271,-5.3,0.44,0
1271.5,-2.29,0.31,-1.34
1272,-0.39,-0.96,0.11
1272.5,0.44,1.71,0.42
1273,0.08,-2.09,-1.63
1273.5,-0.08,1.22,-0.37
1274,-1.9,-0.88,1.59
1274.5,0.49,3.01,-0.11
1275,-2.39,0.81,0.36
1275.5,2.16,1.28,0.47
1276,-0.26,0.11,1.24
1276.5,-0.88,-1.12,-0.42
1277,0.84,-1.53,2.87
1277.5,2.13,-2.52,0.7
1278,0.27,-1.4,-0.87
1278.5,0.98,0.4,-0.5
1279,-2.11,-0.79,-1.45
1279.5,0.85,0,-0.22
1280,0,-0.3,1.4
1280.5,-0.12,-0.04,-0.15
1281,-0.34,1.09,2.76
1281.5,-1.23,0.13,-2.6
1282,0.87,-3.33,0.67
1282.5,0.18,3.37,0.52
1283,0.29,-2.39,0.68
1283.5,-0.15,0.14,-0.62
1284,-0.79,1.52,1.18
1284.5,-0.41,-0.38,0.8
1285,0.82,-0.24,-0.52
1285.5,1.74,0.37,1.21
1286,0.06,1,-1.05
1286.5,0.49,0.17,-2.48
1287,1.38,-0.94,2.76
1287.5,0.71,0.8,0.16
1288,0.38,-0.78,-0.52
1288.5,-3.47,0.1,-0.34
1289,-0.19,1.01,0.24
1289.5,0.82,-1.57,0.87
1290,-3.24,-0.18,-0.65
1290.5,1.27,3.15,-0.24
1291,-0.61,-1.34,-0.57
1291.5,0.81,-0.02,2.08
1292,1.98,0.77,-1.49
1292.5,-0.88,2.11,-1.55
1293,0.29,-0.15,1.33
1293.5,2.58,-1.72,0.54
1294,-1.1,-0.37,1.21
1294.5,-1.3,3.23,0.19
1295,0.06,-0.26,-0.51
1295.5,-1.15,-2.72,-1.78
1296,0.56,-0.98,0.66
1296.5,1.18,-0.6,-0.41
1297,-1.69,0.03,-0.26
1297.5,-2.12,2.12,-0.73
1298,0.73,2.46,-0.07
1298.5,-0.04,-1.32,-0.13
1299,-0.04,-1.12,1.05
1299.5,1.66,-0.34,-0.5
1300,-0.7,0.32,0.65
1300.5,-0.52,0.81,-0.39
1301,0.49,-0.66,-0.99
1301.5,1.37,0.14,-0.78
1302,-0.1,0.31,1.37
1302.5,-0.25,1.07,0.12
1303,-0.24,-1.22,0.52
1303.5,0.42,0.5,-0.22
1304,-0.24,-2.79,0.97
1304.5,-0.23,-0.79,-1.32
1305,1.7,4.61,2.07
1305.5,-0.58,-2.03,-0.86
1306,-4.32,1.79,-2.21
1306.5,-7.85,1.87,-1.63
1307,-1.05,-0.33,0.78
1307.5,-1.44,0.67,0
1308,4.16,-2.02,0.27
1308.5,6.34,0.8,0.56
1309,-2.46,-3.81,0.64
1309.5,4,1.12,0.59
1310,0.37,2.11,-0.77
1310.5,-0.06,0.64,1.03
1311,0.09,2.15,-0.91
1311.5,-4.63,2.92,-2.11
1312,-2.52,-4.22,1.19
1312.5,2.17,0.15,0.47
1313,-2.54,-1.72,-0.35
1313.5,2.88,0.32,-0.53
1314,-0.17,0.35,-0.08
1314.5,1.49,-1.58,2.52
1315,-1.31,2.18,-0.04
1315.5,0.42,2.2,-0.27
1316,1.07,-1.39,-0.84
1316.5,0.73,1.29,-1.23
1317,-0.27,-0.48,-0.99
1317.5,1.42,-0.77,0.64
1318,-0.38,0.33,1.4
1318.5,-1.8,0.58,-0.21
1319,-2,-1.08,-0.74
1319.5,1.82,2.76,1.81
1320,0.13,-0.28,0.37
1320.5,-0.62,-2.29,-0.55
1321,-1.52,-1.1,0.04
1321.5,0.34,0.55,-1.18
1322,0.46,3.64,-0.36
1322.5,-4.12,-0.83,0.01
1323,-0.85,0.02,2.68
1323.5,-3.96,-1.26,0.52
1324,7.94,-1.4,1.84
1324.5,-1.31,4.18,0.24
1325,1.52,-5.24,2.16
1325.5,-2.46,1.72,-0.51
1326,3,1.16,-0.01
1326.5,-1.26,-3.24,0.64
1327,-0.24,-0.44,-0.13
1327.5,-1.84,1.1,-1.33
1328,2.11,1.71,0.98
1328.5,-2.29,0.67,-1.58
1329,2.29,-3.21,1.45
1329.5,10.18,-1.49,2.12
1330,-6.6,2.87,-1.93
1330.5,-4.98,-2.3,-1.2
1331,-15.07,0.79,-1.15
1331.5,10.66,-6.85,0.64
1332,-0.58,2.11,-1.47
1332.5,0.6,1.12,-2.95
1333,1.84,-2.67,-2.1
1333.5,2.99,-2.65,-2.02
1334,0.1,2.13,-2.64
1334.5,-2.39,-2.69,-3.64
1335,1.49,10.81,-3.85
1335.5,1.83,-3.28,-3.87
1336,-0.84,-3.4,-5.45
1336.5,-1.95,-2.86,-4.95
1337,0.88,-3.62,-4.8
1337.5,1.07,3.95,-5.95
1338,3.66,0.78,-4.23
1338.5,2.52,0.98,-1.17
1339,0.44,-1.11,-1.72
1339.5,0.1,0.91,-1.03
1340,1.36,4.17,0.78
1340.5,-1.49,0.76,-1.7
1341,-0.38,3.3,-1.89
1341.5,-0.04,0.12,-0.15
1342,-1.31,-3.41,0.53
1342.5,0.37,-4.01,0.24
1343,-1.53,0.07,-0.38
1343.5,0.11,-0.54,2.2
1344,-4.84,-0.08,-1.36
1344.5,1.72,-0.88,0.76
1345,-0.56,1.31,0.14
1345.5,-2.21,0.43,-0.02
1346,-1.06,0.01,-0.5
1346.5,1.72,-1.68,-1.24
1347,-0.58,2.69,0.54
1347.5,1.4,-4.29,0.56
1348,-0.48,0.45,0.81
1348.5,-3.23,0.31,-0.58
1349,0.7,1.01,0.13
1349.5,1.49,0.07,-0.21
1350,-0.94,-0.95,0.33
1350.5,0.69,-0.5,-0.85
1351,-0.04,-0.52,-0.55
1351.5,0.79,0.67,0.12
1352,-3.04,2.28,0.74
1352.5,2.53,-0.52,-0.08
1353,-0.76,1.53,0.06
1353.5,0.06,-3.26,-0.39
1354,-1.04,0.99,0.64
1354.5,1.04,-0.48,0.92
1355,-3.69,2.14,-0.69
1355.5,-2.01,-0.83,-0.46
1356,-9.55,1.03,-0.9
1356.5,-3,-1.05,0.82
1357,-1.18,0.04,1.43
1357.5,-0.55,-0.63,-3.16
1358,0.8,-0.31,-0.06
1358.5,-0.84,0.88,0.08
1359,4.42,0.92,0.68
1359.5,-0.16,0.44,0.88
1360,-2.72,-0.08,0.58
1360.5,-2.49,-0.3,-0.55
1361,-0.66,1.4,-0.94
1361.5,4.04,0.84,0.55
1362,1.07,-0.21,0.54
1362.5,-1.12,0.64,-0.61
1363,3.01,-1.3,0.92
1363.5,8.57,-0.55,1.64
1364,2.38,-2.38,-1.19
1364.5,0.29,-4.54,0.24
1365,-0.46,-2.3,-0.25
1365.5,2.01,-4.92,-2.5
1366,2.58,-0.3,-1.24
1366.5,-1.21,-0.09,-2.48
1367,1.09,-0.04,1.62
1367.5,0.61,2.31,3.15
1368,-1.51,2.55,5.78
1368.5,-0.62,-4.04,5.5
1369,1.4,-4.85,12.07
1369.5,5.08,3.01,15.48
1370,1.85,7.28,14.08
1370.5,2.45,-2,11.12
1371,-0.77,1.9,6
1371.5,1.66,2.61,6.38
1372,-0.9,6.24,-3.24
1372.5,-0.35,4.9,0.56
1373,0.14,6.75,-1.86
1373.5,-1.64,3.05,-4.94
1374,-0.11,0.81,-7.59
1374.5,0.03,-0.18,-8.44
1375,-1.05,3.97,-4.47
1375.5,5.32,1.84,-20.43
1376,4.17,3.17,-15.16
1376.5,0.77,-1.13,-8.77
1377,0.57,-3.35,-1.74
1377.5,2.06,-6,-4.09
1378,3.28,-4.46,0.57
1378.5,-0.67,1.35,-0.65
1379,-0.5,-6.48,2.86
1379.5,0.06,0.04,0.86
1380,1.02,-6.38,0.56
1380.5,-0.35,-0.64,-2.08
1381,2.15,-0.9,-0.31
1381.5,-0.59,0.79,-0.95
1382,1.82,-0.97,2.24
1382.5,-0.99,0.2,1.28
1383,-1.47,-3.73,-1.8
1383.5,-1.88,-4.14,-1.06
1384,-4.31,-0.83,2.46
1384.5,2.61,3.56,-1.25
1385,-1.07,1.95,0.31
1385.5,-0.72,0.14,0.5
1386,0.26,3.44,-0.33
1386.5,0.08,0.6,-1.49
1387,-1.1,-4.24,2.95
1387.5,1.47,2.55,-1.25
1388,-0.43,-1.57,-1.02
1388.5,0.16,0.44,0.32
1389,1.69,-0.33,-0.05
1389.5,-0.22,-0.09,1.81
1390,-0.63,-0.77,-0.6
1390.5,-0.83,0.83,0.59
1391,-5.57,0.13,0.04
1391.5,-0.61,-0.15,-1.81
1392,0.62,0.44,0.86
1392.5,-0.58,0.54,-0.29
1393,1.55,-0.68,0.6
1393.5,-0.38,0.65,0.09
1394,0.76,-1.63,-0.23
1394.5,-5.27,-0.32,-0.02
1395,-3.96,-0.75,1.65
1395.5,-0.44,-2.95,0.09
1396,-1.26,1.31,-0.61
1396.5,-0.82,0.67,-0.95
1397,-2.44,0.45,0.62
1397.5,0.64,-0.43,0.51
1398,-1.51,-0.14,-0.53
1398.5,6.59,4.71,0.16
1399,3.32,-2.01,0.1
1399.5,-3.83,-1.94,0.38
1400,-1.6,-1.16,1.27
1400.5,-0.13,-0.42,-1.5
1401,0.91,2.53,-2.75
1401.5,2.73,1.1,3.76
1402,-2.89,1.83,-0.47
1402.5,-0.72,0.14,0.35
1403,0.06,3.18,-0.65
1403.5,-0.21,-0.64,-0.41
1404,0.7,-1.65,1.77
1404.5,3.44,2.98,1.11
1405,4.67,-1.04,2.18
1405.5,2.28,2.67,3.14
1406,-1.17,2.79,2.94
1406.5,-6.06,-1.81,3.98
1407,0.48,15.94,2.99
1407.5,11.25,-14.37,6.21
1408,2.02,6.25,4.49
1408.5,-8.9,-4.11,3.64
1409,1.77,-5.73,4.84
1409.5,4.82,-8.43,5.19
1410,-3.29,15.29,3.36
1410.5,-1.83,-3.6,3.78
1411,-0.35,1.01,2.67
1411.5,1.57,0.02,2.53
1412,3.6,-5.28,2.76
1412.5,1.42,-0.09,-0.55
1413,5.76,13.79,-0.86
1413.5,-6.86,-3.86,-0.18
1414,-2.98,-1.46,0.61
1414.5,-1.1,-5.13,1.49
1415,0.01,0.63,1.08
1415.5,2.46,-0.12,1.53
1416,-1.03,-3.33,1.67
1416.5,-1.21,6.22,-0.32
1417,-1.61,4.49,1.08
1417.5,-5.24,0.72,-1.52
1418,-1.53,1.48,-0.04
1418.5,2.53,1.26,0.97
1419,-3.09,-11.77,1
1419.5,4.4,-0.49,1.31
1420,6.61,-1.81,2.04
1420.5,-0.03,-7.91,1.13
1421,0.11,-6.51,1.34
1421.5,3.78,-0.13,1.06
1422,-2.38,5.05,-0.16
1422.5,5.77,-22.98,2.17
1423,-1.21,11.73,-2.96
1423.5,2.03,4.92,-1.31
1424,-3.46,-4.53,-1.09
1424.5,1.55,2.98,-1.05
1425,-3.1,-0.29,-0.13
1425.5,-11.88,-4.8,-1.71
1426,-1.39,11,-0.76
1426.5,3.22,-4.46,0.07
1427,8.59,7.75,-0.12
1427.5,-1.82,-4.82,-1.92
1428,0.59,-1.26,-0.23
1428.5,4.92,-1.96,-1.37
1429,-1.55,2.73,-3.09
1429.5,-2.76,0.53,-3.06
1430,-1.63,-4.79,-1.78
1430.5,3.25,4.54,-0.94
1431,2.99,-2.76,-0.07
1431.5,-6.09,-10.06,-0.28
1432,5,6.07,2.07
1432.5,4.53,5.89,0.06
1433,2.69,1.17,2.38
1433.5,-7.09,1.3,1.51
1434,3.21,-8.04,4.99
1434.5,0.48,-3.7,2.1
1435,-0.31,11.92,-0.92
1435.5,0.72,0.17,0.65
1436,2.32,-0.7,3.62
1436.5,-3.28,6.8,0.7
1437,8.39,-5.9,3.41
1437.5,-4.16,-7.69,0.51
1438,-9.91,0.53,-2.07
1438.5,-0.53,-2,-1.13
1439,-2.31,-1.83,-0.46
1439.5,2.43,-1.26,-1.63
1440,-1.87,2.49,-2.12
1440.5,5.91,4.49,-0.45
1441,4.98,0.23,1.04
1441.5,-2.44,3.13,-2.14
1442,-1.75,2.09,-0.77
1442.5,-0.76,-6.75,-0.09
1443,-3.64,-2.74,-1.36
1443.5,0.18,-1.44,-2.49
1444,2.36,5.32,-1.98
1444.5,0.41,1.95,-2.34
1445,-3.15,9.13,-2.43
1445.5,2.91,5.26,-0.5
1446,-1.57,-1.15,-0.45
1446.5,-0.88,1.9,0.34
1447,1.96,1.08,0.29
1447.5,-2.52,-3.28,0.66
1448,-0.9,4.03,0.22
1448.5,0,-5.06,0.34
1449,-0.95,8.87,1.3
1449.5,5.24,0.42,4.47
1450,-0.19,-2.55,4.41
1450.5,-2.04,0.6,4.92
1451,8.12,-2.81,7.48
1451.5,7.54,6.08,7.26
1452,-2.39,4.67,6.56
1452.5,0.8,-9.3,8.08
1453,2.63,4.9,5.39
1453.5,-1.47,-3.03,6.99
1454,-0.07,-2.46,5.21
1454.5,-3.61,-4.04,3.08
1455,5.04,2.23,1.57
1455.5,-0.06,-1.01,1.21
1456,0.05,-0.05,0.78
1456.5,-1.13,-1.55,0.72
1457,-1.64,0.67,0.26
1457.5,-6.17,-0.31,-1.81
1458,-3.35,2.07,-1.36
1458.5,1.77,0.21,0.54
1459,0.02,-2.96,0.16
1459.5,0.36,0.17,0.71
1460,0.31,0.87,0.65
1460.5,-1.06,-0.98,0.9
1461,0.48,0.03,0.46
1461.5,-1.66,0.9,-1.22
1462,-2.47,-0.47,-0.77
1462.5,-1.66,-0.23,-0.83
1463,-0.9,1.24,0.47
1463.5,0.88,0.36,-0.14
1464,-2.35,2.51,-1.6
1464.5,0.08,-2.59,0.35
1465,2.11,1.04,1.32
1465.5,-0.45,-1.17,1.15
1466,-0.38,-0.79,0.04
1466.5,0.71,0.12,0.46
1467,-1.49,-2.22,0.01
1467.5,-0.06,3.65,-2.09
1468,-2.63,-2.95,1.67
1468.5,0.09,-3.13,1.16
1469,0.09,4.31,-0.84
1469.5,1.32,-2.28,-0.59
1470,-0.55,0.15,0.27
1470.5,-0.34,0.57,-0.84
1471,-0.85,-0.69,-0.16
1471.5,-1.58,-0.21,0.38
1472,-1.12,-0.75,0.49
1472.5,-2.78,0.73,-1.78
1473,-8.87,-2.13,0.8
1473.5,0.28,1.04,1.87
1474,0.46,1.7,-0.08
1474.5,7.37,-1.39,0.06
1475,-0.32,0.04,1.53
1475.5,2.36,3.22,-0.72
1476,-2.05,4.47,-0.58
1476.5,-1.8,2.98,0.96
1477,1.8,0.69,1.95
1477.5,3.33,8.35,-0.28
1478,-1.74,8.66,1.87
1478.5,0.6,1.25,1.18
1479,-0.19,5.82,-2.25
1479.5,-2.37,5.56,-0.08
1480,1.92,-1.22,-4.58
1480.5,4.72,0.74,-6.26
1481,10.67,-9.58,-10.8
1481.5,2.79,-17.66,-9.83
1482,2.12,-2.41,-6.8
1482.5,0.3,5.79,-5.1
1483,-4.16,5.69,-9.05
1483.5,0.22,3.82,-13.24
1484,0.67,3.75,-6.77
1484.5,4.43,-3.53,-20.94
1485,4.23,1.06,-11.09
1485.5,2.82,-1,-7.12
1486,2.29,-1.58,-4.7
1486.5,3.99,-3.75,-0.67
1487,1.13,-6.1,0.73
1487.5,0.26,-0.17,-1.93
1488,1.89,-12.68,1.82
1488.5,1.81,-2.39,-0.43
1489,-0.61,-1.87,0.64
1489.5,1.86,-1.19,-0.38
1490,-1.47,0.22,-0.09
1490.5,1.99,-0.76,1.41
1491,-0.04,3.13,0.58
1491.5,-1.84,0.81,-1.38
1492,-1.44,2.02,0.65
1492.5,-0.03,-2.77,-1.07
1493,1.36,0.95,-0.1
1493.5,-0.94,1.18,-0.28
1494,-1.5,1.43,-0.82
1494.5,0.01,1.29,0.88
1495,-4.02,1.48,-0.76
1495.5,1.83,-4.17,0.88
1496,2.19,1.04,2.09
1496.5,-0.11,0.53,-1.03
1497,-1.53,0.39,0.55
1497.5,-0.76,-2.47,-1.06
1498,-0.67,-0.54,-0.94
1498.5,1.07,0.98,1.43
1499,-0.49,0.14,-0.76
1499.5,-0.77,-1.73,-0.54
1500,-0.72,0.78,-0.01
1500.5,0.01,1.06,1.56
1501,1.65,-2.79,-0.01
1501.5,-0.88,1.27,0.43
1502,0.14,2.05,-0.96
1502.5,-2.64,-1.86,-1.53
1503,-0.42,0.21,-0.36
1503.5,0.18,-1.53,0.89
1504,-0.44,4.32,-0.75
1504.5,0.98,-0.09,0.73
1505,2.17,-0.22,-0.33
1505.5,1.42,-1.9,0.82
1506,0.11,-1.43,-0.39
1506.5,0.83,1.72,-0.04
1507,0.3,-2.03,1.02
1507.5,0.42,-1.72,-3.25
1508,-0.2,1.67,1.7
1508.5,1.4,0.12,2.08
1509,-0.38,1.16,-0.97
1509.5,0.63,1.65,-0.53
1510,-2.12,-2.25,-0.69
1510.5,-0.54,0.25,-0.58
1511,-0.33,0.42,2.2
1511.5,-0.63,-1.04,-0.32
1512,-3.21,0.03,0.06
1512.5,-1.48,-1.64,-1.63
1513,-1.16,-1.09,0.02
1513.5,0.55,0.11,-0.93
1514,-0.19,-0.3,2.59
1514.5,-0.09,1.12,-0.51
1515,0.24,1.07,-0.52
1515.5,-1.4,-2.93,0.75
1516,1.65,1.75,2.66
1516.5,-5.49,-0.44,-1.67
1517,1.35,4.01,-3.99
1517.5,-1.07,0.67,0.54
1518,-0.31,-1.96,0.32
1518.5,-3.82,0.49,0.84
1519,-3.06,-0.05,-2.17
1519.5,6.32,-4.01,-0.02
1520,2.91,-0.29,-0.12
1520.5,-0.2,-0.71,0.54
1521,0.33,0.21,0.02
1521.5,1.11,-0.1,1.04
1522,0.8,-4.68,0.11
1522.5,7.11,1.93,0.88
1523,0.72,0.76,1.49
1523.5,-1.15,0.72,-3.23
1524,-1.06,0.77,-3.83
1524.5,-1.34,0.36,1.12
1525,-0.64,-0.26,-2.13
1525.5,1.8,0.27,1.98
1526,-0.55,0.23,1.5
1526.5,1.03,-0.62,0.26
1527,0.1,-0.5,-0.86
1527.5,1.66,1.03,-1.43
1528,0.06,0.83,2.72
1528.5,0.24,-0.12,2.56
1529,0.87,0.71,0.85
1529.5,-2.92,-1.76,-1.65
1530,0.36,-1.77,-1.82
1530.5,3.56,-0.83,-0.14
1531,-1.72,-0.65,-1.02
1531.5,1.45,-2.86,0.99
1532,0.81,2.98,1.78
1532.5,-0.85,-3.61,-1.37
1533,-0.07,2.67,-0.73
1533.5,0.94,-0.82,1.56
1534,0.13,-1.11,-0.98
1534.5,0.23,0.91,3
1535,1.12,-0.07,-2.02
1535.5,-1.04,-1.26,0.42
1536,0.94,-3.42,0.26
1536.5,-0.54,1.67,-0.65
1537,-0.71,-3.16,0.54
1537.5,0.45,1.04,0.85
1538,-1.05,0.72,-0.73
1538.5,-1.84,3.71,1.34
1539,0.6,0.79,-1.84
1539.5,0.15,-2.74,1.77
1540,-1.64,-1.5,-1.65
1540.5,1.18,2.19,-0.4
1541,0.66,-1.43,0.89
1541.5,-1.15,2.09,-0.56
1542,0.02,-0.77,1.54
1542.5,-0.33,3.01,-2.42
1543,1.63,0.4,1.84
1543.5,0.09,-1.2,0.49
1544,-0.22,-1.36,2.21
1544.5,-0.89,0.55,-0.21
1545,1.16,-0.5,-2.3
1545.5,1.46,-0.56,1.25
1546,-1.52,0.48,-1.52
1546.5,-0.24,0.18,0.78
1547,0.2,0.8,-1.05
1547.5,0.78,0.17,-0.24
1548,-3.34,0.46,0.06
1548.5,-1.5,-0.7,0.38
1549,-0.2,-2.5,-1.02
1549.5,0.12,-1.18,0.89
1550,0,0.94,-0.21
1550.5,-0.14,0.38,-1.49
1551,-0.82,1.18,-0.75
1551.5,-1.09,0.99,1.72
1552,-0.9,-0.96,1.76
1552.5,0.93,1.18,-2.33
1553,-0.86,0.89,1.02
1553.5,0.59,0.27,-0.17
1554,-0.25,-0.81,0.97
1554.5,1.85,-1.93,1.02
1555,-0.06,0.43,-0.32
1555.5,-2.87,0.03,-1.4
1556,0.08,0.67,-0.84
1556.5,0.09,2.35,-1.2
1557,2.16,-1.35,2.06
1557.5,-4.71,-3.37,-0.98
1558,-5.39,2.35,0.5
1558.5,3.17,-1.06,0.75
1559,0.32,1.88,1.4
1559.5,-0.25,-0.1,-0.95
1560,2.58,-0.19,-1.41
1560.5,2.52,2.15,1.05
1561,-0.54,-1.44,-2.55
1561.5,1.92,-4.87,-6.92
1562,0.71,5.95,28.06
1562.5,-3.58,-6.19,-20.15
1563,4.36,-0.57,3.79
1563.5,-4.79,-0.92,3.59
1564,3.63,-10.11,-7.98
1564.5,-0.31,0.28,-2.79
1565,1.16,3.65,0.68
1565.5,2.42,4.33,0.93
1566,-0.18,6.54,0.25
1566.5,0.48,-2.72,-0.35
1567,1.81,2.13,0.89
1567.5,-0.68,-11.63,-0.03
1568,-0.84,1.47,1.76
1568.5,1.03,1.13,-0.24
1569,-0.07,0.1,0.73
1569.5,-0.37,-0.8,-0.7
1570,0.61,1.49,-0.93
1570.5,-1.35,1.54,-2
1571,-0.28,1.55,0.14
1571.5,1.22,-1.62,0.4
1572,-0.35,0.19,-0.42
1572.5,0.31,2.77,-1.01
1573,-1.32,2.92,-0.44
1573.5,4.89,-0.66,1.73
1574,3.35,-2.89,1.82
1574.5,-7.19,-2.48,-0.2
1575,1.77,-4.87,1.4
1575.5,-0.91,2.75,-0.98
1576,-1.75,0.35,-0.21
1576.5,0.2,-0.56,0.72
1577,0.08,-0.87,-0.66
1577.5,-1.11,0.18,-1.6
1578,0.71,1.65,2.94
1578.5,-0.88,-2.85,-0.37
1579,-0.08,-1.12,-0.56
1579.5,0.62,0.8,-0.42
1580,-0.3,-0.79,-1.13
1580.5,-1.27,1.67,-0.77
1581,0.14,0.01,4.24
1581.5,1.4,-3.1,-5.86
1582,-1.96,2.55,3.09
1582.5,1.02,-2.46,0.92
1583,-0.08,-1.58,1.54
1583.5,-0.86,0.66,-1.82
1584,0.56,0.39,1.64
1584.5,1.11,0.51,2.7
1585,-2.31,-1.14,-4.58
1585.5,-0.09,0.31,1.72
1586,1.71,0.12,2.74
1586.5,-1.66,-0.39,-3.86
1587,-1.82,2.14,1.92
1587.5,-0.5,0.29,0.56
1588,1.17,-0.89,0.29
1588.5,0.43,-0.37,-1.81
1589,-0.99,0.43,0.8
1589.5,-1.01,-0.94,-0.09
1590,0.01,-0.42,-1.43
1590.5,-0.49,0.23,-1.14
1591,0.31,0.15,2.3
1591.5,-0.14,-0.16,-1.48
1592,0.27,1.83,0.05
1592.5,0.06,0.74,-0.26
1593,-3.69,-0.08,1.1
1593.5,-0.22,-0.3,3.91
1594,-0.68,1.53,-2.8
1594.5,1.17,-2.1,1.01
1595,4.05,-0.04,-0.07
1595.5,0.29,-0.81,-1.8
1596,-0.6,-2.79,-1.13
1596.5,-0.46,0.59,1.42
1597,-0.1,2.19,-1.03
1597.5,1.43,-2.5,0.06
1598,0.26,0.08,2.27
1598.5,-0.6,1.05,-0.55
1599,-0.43,0.7,-1.42
1599.5,0.57,2.84,-1.34
1600,0.27,0.32,2.01
1600.5,0.75,-0.64,-0.81
1601,1.51,-1.89,0.18
1601.5,0.3,-1.53,0.28
1602,-0.05,-1.75,-1.86
1602.5,0.51,0.61,1.09
1603,-0.77,-0.07,2.56
1603.5,0.07,1.42,0.83
1604,-2.03,-0.18,-0.81
1604.5,-0.26,-0.29,-0.16
1605,0.1,-1.36,-2.71
1605.5,-0.18,-1.8,0.35
1606,-0.39,1.18,1.55
1606.5,0.17,1.14,-0.7
1607,0.53,2.17,0.6
1607.5,1.21,-1.18,-0.59
1608,-0.91,0.2,2.76
1608.5,1.21,1.05,-0.88
1609,0.96,-0.6,-1.12
1609.5,-0.94,-0.33,3.01
1610,0.39,-3.79,-2.17
1610.5,0,1.07,-0.78
1611,0.34,0.86,-0.31
1611.5,-0.49,4.67,-2.01
1612,-0.04,-3.45,1.46
1612.5,-1.1,0.97,1.02
1613,-0.3,-0.41,0.23
1613.5,0.58,0.1,0.68
1614,-0.02,-2.71,0.58
1614.5,1.09,-0.89,-0.39
1615,-2.75,1.78,-0.93
1615.5,0.35,-0.31,1.08
1616,-3.43,0.4,-1.12
1616.5,-0.44,-0.72,-2.33
1617,1.83,-1.33,2.59
1617.5,7.02,-0.36,-0.14
1618,1.74,0.31,-0.39
1618.5,-1.06,1.92,-0.07
1619,-2.1,-3.89,1.34
1619.5,-0.19,1.87,0.35
1620,-2.68,-0.07,-2.53
1620.5,-4.46,1.43,-0.02
1621,-1.46,-0.68,0.71
1621.5,0.3,0.55,-2.42
1622,0.06,-0.76,2.12
1622.5,-1.33,3.91,-0.32
1623,1.47,-4.06,3.6
1623.5,0.43,-2.58,-4.78
1624,1.75,-1.32,2.95
1624.5,1.67,-0.5,0.35
1625,-0.01,2.94,-1.16
1625.5,0.34,1.51,-0.08
1626,0.4,-0.7,0.77
1626.5,-0.39,0.38,-2
1627,0.71,-0.86,2.03
1627.5,0.9,-0.64,0.79
1628,3.91,0.18,2.36
1628.5,-0.02,-1.29,-1.72
1629,-1.93,1.13,1.25
1629.5,0.83,-1.75,0.72
1630,-0.64,0.5,-1.59
1630.5,0.41,2.92,-0.01
1631,2.35,0.65,1.49
1631.5,-0.84,0.22,-2.54
1632,-1.29,0.17,-0.65
1632.5,-0.55,-0.19,2.5
1633,1.12,-2.39,-0.57
1633.5,0,0.46,-2.07
1634,-1.67,-0.05,3.74
1634.5,-0.71,1.56,-0.29
1635,0.86,0.17,-3.01
1635.5,0.77,-0.92,0.78
1636,-1.61,0.97,1.2
1636.5,-3.13,-1.74,-1.52
1637,0.06,1.13,1.48
1637.5,-0.06,2.04,-0.98
1638,-3.06,0.66,1.59
1638.5,-5.89,3.86,0.79
1639,3.96,-0.93,0.56
1639.5,2.87,1.88,-0.19
1640,2.13,-2.03,0.51
1640.5,-7.85,-1.82,-1.98
1641,-2.45,0.47,0.38
1641.5,-0.72,2.37,0.44
1642,0.68,2.98,0.13
1642.5,3.24,-2.27,1.24
1643,5.18,1.43,0.63
1643.5,-1.39,1.2,2.28
1644,0.37,3.3,1.9
1644.5,0.56,-1.69,0.21
1645,1.96,-4.85,-0.11
1645.5,-0.91,0.08,0.13
1646,1.65,-2.34,1.83
1646.5,4.72,0.57,0.26
1647,-0.07,1.01,0.54
1647.5,-5.93,-0.72,-0.05
1648,0.98,-3.02,1.88
1648.5,-0.18,1.2,-0.97
1649,-0.75,0.07,2.06
1649.5,0.89,-2.51,-1.98
1650,1.95,-2.29,-0.25
1650.5,-0.36,0.5,0.43
1651,-1.33,1.19,1.25
1651.5,-0.51,-2.02,0.78
1652,-1.92,-0.85,-0.18
1652.5,-0.9,1,-1.33
1653,-1.86,-1.73,0.17
1653.5,0.73,1.51,-0.34
1654,-1.01,1.5,-0.45
1654.5,1.08,-0.52,-0.52
1655,7.96,-0.65,2.59
1655.5,-4.86,-1.45,-1.32
1656,-0.73,0.18,-0.64
1656.5,3.02,0.01,0.51
1657,1.85,0.99,0.41
1657.5,-0.35,0.19,1.26
1658,-0.19,-1.07,-1.25
1658.5,0.87,-0.07,0.94
1659,0.15,-0.77,0.93
1659.5,0.01,1.09,-1.41
1660,-2.65,-0.44,-0.97
1660.5,0,-0.51,-1.08
1661,1.77,0.78,1.92
1661.5,-2.49,0.9,-1.16
1662,-0.51,1.99,0.11
